title,lyrics,image
Speak Now Tour Costumes,"3 ContributorsSpeak Now Tour Costumes Lyrics""Sparks Fly"" / ""Mine"" / ""The Story Of Us""

""Our Song"" / ""Mean""""Back To December""""Better Than Revenge""""Speak Now"" / ""Fearless"" / ""Last Kiss"" / ""You Belong With Me"" / ""Dear John"" ""Enchanted""""Haunted""""Long Live""""Fifteen"" / ""Love Story""Embed",https://images.rapgenius.com/ff351453b5c90f619b05b83877a8c0bc.300x346x1.jpg
What Do You Say,"11 ContributorsWhat Do You Say Lyrics[Verse 1]
What do you say, when you just know
That he's the one, and you want to go fast
But he's taking it slow?
And what do you do, when he's next to you
But he's a little bit shy?
Well, here's something you can try

[Chorus]
Hey, hey what do you say
We go walking down the river all together?
It's a warm May beautiful day
And I feel like I could
Talk to you forever
With the sun shining bright
It feels just like a day
When everything's going to go just right
I know it will be a sweet memory
For you and me someday
What do you say?
[Verse 2]
What do you see, when you look in his eyes?
There's something there
That he can't disguise
No matter how he tries
And what do you feel, when you know it's real?
And you can't sit still
If you don't own up, will you?

[Chorus]
Hey, hey what do you say
We go walking down the river all together?
It's a warm May beautiful day
And I feel like I could
Talk to you forever
With the sun shining bright
It feels just like a day
When everything's going to go just right
I know it will be a sweet memory
For you and me someday
What do you say?

[Bridge]
My imagination's running away
Just dreaming about
What I want you to say
You might also like[Chorus]
Hey, hey what do you say
We go walking down the river all together?
It's a warm May beautiful day
And I feel like I could
Talk to you forever
With the sun shining bright
It feels just like a day
When everything's going to go just right
I know it will be a sweet memory
For you and me someday
What do you say?
What do you say?

[Outro]
What do you say?
What do you say?Embed",https://images.genius.com/9036f3c43433655a0f2cae434f720742.300x300x1.png
State of Grace (Acoustic Version),"18 ContributorsTranslationsPortuguêsState of Grace (Acoustic Version) Lyrics[Verse 1]
I'm walking fast through the traffic lights
Busy streets and busy lives
And all we know is touch and go
We are alone with our changing minds
We fall in love till it hurts or bleeds, or fades in time

[Chorus]
And I never saw you coming
And I’ll never be the same
[Verse 2]
You come around and the armor falls
Pierce the room like a cannon ball
Now all we know, is don’t let go
We are alone just you and me
Up in your room and our slates are clean
Just twin fire signs, four blue eyes

[Pre-Chorus]
So you were never a saint
And I've loved in shades of wrong
We learn to live with the pain
Mosaic broken hearts
But this love is brave and wild

[Chorus]
And I never saw you coming
And I’ll never be the same

[Bridge]
This is a state of grace
This is the worthwhile fight
Love is a ruthless game
Unless you play it good and right
These are the hands of fate
You’re my Achilles heel
This is the golden age of something good
And right and real
You might also like[Chorus]
And I never saw you coming
And I’ll never be the same
And I never saw you coming
And I’ll never be the same

[Outro]
This is a state of grace
This is a worthwhile fight
Love is a ruthless game
Unless you play it good and right1Embed",https://images.genius.com/b6a79e2a5a25738d2512a8a5ec6c125c.300x300x1.png
Teardrops on My Guitar (Pop Version),"12 ContributorsTeardrops on My Guitar (Pop Version) Lyrics[Verse 1]
Drew looks at me
I fake a smile so he won't see
That I want and I'm needing
Everything that we should be

[Pre-Chorus]
I'll bet she's beautiful
That girl he talks about
And she's got everything that I have to live without
[Verse 2]
Drew talks to me
I laugh 'cause it's just so funny
That I can't even see
Anyone when he's with me

[Pre-Chorus]
He says he's so in love
He's finally got it right
I wonder if he knows he's all I think about at night

[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Verse 3]
Drew walks by me
Can he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be

[Pre-Chorus]
She'd better hold him tight
Give him all her love
Look in those beautiful eyes and know she's lucky 'cause
[Chorus]
He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing
Don't know why I do

[Bridge]
So I drive home alone
As I turn off the light
I'll put his picture down and maybe get some sleep tonight

[Chorus]
'Cause he's the reason for the teardrops on my guitar
The only one who’s got enough for me to break my heart
He's the song in the car I keep singing
Don't know why I do (Why I do)
He's the time taken up, but there's never enough
And he's all that I need to fall into

[Outro]
Drew looks at me
I fake a smile so he won't seeYou might also like3Embed",https://images.genius.com/64a12102f96dacf8e26969621e8d80cc.300x300x1.jpg
Dear John (Live/2011),"6 ContributorsDear John (Live/2011) Lyrics[Verse 1]
Long were the nights when
My days once revolved around you
Counting my footsteps
Praying the floor won't fall through again
And my mother accused me of losing my mind
But I swore I was fine
You paint me a blue sky
Then go back and turn it to rain
And I lived in your chess game
But you changed your rules everyday
Wonderin' which version of you I might get on the phone, tonight
Well I stopped pickin' up and this song is to let you know why
[Chorus]
Dear John, I see it all now that you're gone
Don't you think I was too young to be messed with?
The girl in the dress cried the whole way home
I shoulda' known

[Verse 2]
Well maybe it's me
And my blind optimism to blame
Or maybe it's you and your sick need
To give love and take it away
And you'll add my name to your long list of traitors
Who don't understand
And I look back in regret how I ignored when they said
""Run as fast as you can""

[Chorus]
Dear John, I see it all now that you're gone
Don't you think I was too young to be messed with?
The girl in the dress cried the whole way home
Dear John, I see it all now, it was wrong
Don't you think nineteen's too young
To be played by your dark, twisted games
When I loved you so?
I shoulda' known
You might also like[Bridge]
You are an expert at sorry
And keeping the lines blurry
Never impressed by me acing your tests
All the girls that you've run dry have tired lifeless eyes
'Cause you burned them out
But I took your matches
Before fire could catch me
So don't look now
I'm shining like fireworks
Over your sad empty town, yeah-yeah
Oh, oh, oh, oh, oh, oh

[Chorus]
Dear John, I see it all now that you're gone
Don't you think I was too young to be messed with?
The girl in the dress cried the whole way home

[Outro]
I see it all now that you're gone
Don't you think I was too young to be messed with?
The girl in the dress
Wrote you a song, you shoulda' known
Don't you think I was too young?
You shoulda' knownEmbed",https://images.genius.com/6510355b9fa1e35fa7e939852c7405d0.300x300x1.jpg
Welcome Distraction,"10 ContributorsWelcome Distraction Lyrics[Verse 1]
I got a little thing I call self control
'Cause I get a little crazy when I let too much go
Love’s a little messy, and you are too
Right now, I’m scared of both of you
I laugh, and I play, and I wasn’t gonna stray
Swore I’d never let a man in my way
You’re the last thing I needed today

[Chorus]
And I don’t know
Where I lost control
And couldn’t take it any longer
Must have been somewhere between
Your smile and the way you say my name
I can’t win, so I give in
The more I fight, it just gets stronger
You’re an inconvenient kind of satisfaction
Welcome distraction, welcome distraction
[Verse 2]
Gone and spilled my coffee tryna get to the phone
'Cause it might be you, you just never know
Can’t talk to my friends without you coming up
It’s even kind of cute the way you cuss
I wrote your name down a hundred thousand times
'Cause it looks so good right next to mine
You’re the last thing I needed tonight

[Chorus]
And I don’t know
Where I lost control
And couldn’t take it any longer
Must have been somewhere between
Your smile and the way you say my name
I can’t win, so I give in
The more I fight, it just gets stronger
You’re an inconvenient kind of satisfaction
Welcome distraction

[Bridge]
I’m acting like a girl with nothing to lose
When did I stop caring about anything but you?

[Chorus]
And I don’t know
Where I lost control
And couldn’t take it any longer
Must have been somewhere between
Your smile and the way you say my name
I can’t win, so I give in
The more I fight, it just gets stronger
You’re an inconvenient kind of satisfaction
You might also like[Outro]
Welcome distraction, welcome distraction
Welcome distraction, welcome distraction, oh, ohEmbed",https://images.genius.com/9036f3c43433655a0f2cae434f720742.300x300x1.png
1989 World Tour Dates,"1 Contributor1989 World Tour Dates LyricsAsia Leg OneMay 5th, 2015: Tokyo, Japan
May 6th, 2015: Tokyo, JapanNorth America Leg OneMay 15th, 2015: Las Vegas, Nevada, USA
May 20th, 2015: Bossier City, Louisiana, USA
May 22nd, 2015: Baton Rouge, Louisiana, USA
May 30th, 2015: Detroit, Michigan, USA
June 2nd, 2015: Louisville, Kentucky, USA
June 3rd, 2015: Cleveland, Ohio, USA
June 6th, 2015: Pittsburgh, Pennsylvania, USA
June 8th, 2015: Charlotte, North Carolina, USA
June 9th, 2015: Raleigh, North Carolina, USA
June 12th, 2015: Philadelphia, Pennsylvania, USA
June 13th, 2015: Philadelphia, Pennsylvania, USAEuropeJune 19th, 2015: Cologne, Germany
June 20th, 2015: Cologne, Germany
June 21st, 2015: Amsterdam, Netherlands
June 23rd, 2015: Glasgow, Scotland
June 24th, 2015: Manchester, England
June 27th, 2015: London, England
June 29th, 2015: Dublin, Ireland
June 30th, 2015: Dublin, IrelandNorth America Leg TwoJuly 6th, 2015: Ottawa, Ontario, Canada
July 7th, 2015: Montreal, Quebec, Canada
July 10th, 2015: East Rutherford, New Jersey, USA
July 11th, 2015: East Rutherford, New Jersey, USA
July 13th, 2015: Washington, D.C., USA
July 14th, 2015: Washington, D.C, USA
July 18th, 2015: Chicago, Illinois, USA
July 19th, 2015: Chicago, Illinois, USA
July 24th, 2015: Foxborough, Massachusetts, USA
July 25th, 2015: Foxborough, Massachusetts, USA
August 1st, 2015: Vancouver, British Columbia, Canada
August 4th, 2015: Edmonton, Alberta, Canada
August 5th, 2015: Edmonton, Alberta, Canada
August 8th, 2015: Seattle, Washington, USA
August 14th, 2015: Santa Clara, California, USA
August 15th, 2015: Santa Clara, California, USA
August 17th, 2015: Glendale, Arizona, USA
August 18th, 2015: Glendale, Arizona, USA
August 21st, 2015: Los Angeles, California, USA
August 22nd, 2015: Los Angeles, California, USA
August 24th, 2015: Los Angeles, California, USA
August 25th, 2015: Los Angeles, California, USA
August 26th, 2015: Los Angeles, California, USA
August 29th, 2015: San Diego, California, USA
September 4th, 2015: Salt Lake City, Utah, USA
September 5th, 2015: Denver, Colorado, USA
September 6th, 2015: Denver, Colorado, USA
September 9th, 2015: Houston, Texas, USA
September 11th, 2015: Saint Paul, Minnesota, USA
September 12th, 2015: Saint Paul, Minnesota, USA
September 13th, 2015: Saint Paul, Minnesota, USA
September 16th, 2015: Indianapolis, Indiana, USA
September 17th, 2015: Columbus, Ohio, USA
September 18th, 2015: Columbus, Ohio, USA
September 21st, 2015: Kansas City, Missouri, USA
September 22nd, 2015: Kansas City, Missouri, USA
September 25th, 2015: Nashville, Tennessee, USA
September 26th, 2015: Nashville, Tennessee, USA
September 28th, 2015: St. Louis, Missouri, USA
September 29th, 2015: St. Louis, Missouri, USA
October 2nd, 2015: Toronto, Ontario, USA
October 3rd, 2015: Toronto, Ontario, USA
October 8th, 2015: Des Moines, Iowa, USA
October 9th, 2015: Omaha, Nebraska, USA
October 10th, 2015: Omaha, Nebraska, USA
October 12th, 2015: Fargo, North Dakota, USA
October 17th, 2015: Arlington, Texas, USA
October 20th, 2015: Lexington, Kentucky, USA
October 21st, 2015: Greensboro, North Carolina, USA
October 24th, 2015: Atlanta, Georgia, USA
October 27th, 2015: Miami, Florida, USA
October 31st, 2015: Tampa, Florida, USAAsia Leg TwoNovember 7th, 2015: Singapore
November 8th, 2015: Singapore
November 10th, 2015: Shanghai, China
November 11th, 2015: Shanghai, China
November 12th, 2015: Shanghai, ChinaOceaniaNovember 28th, 2015: Sydney, Australia
December 5th, 2015: Brisbane, Australia
December 7th, 2015: Adelaide, Australia
December 8th, 2015: Adelaide, Australia
December 10th, 2015: Melbourne, Australia
December 11th, 2015: Melbourne, Australia
December 12th, 2015: Melbourne, AustraliaEmbed",https://images.genius.com/51812be72c4804373e3d1fc1e2849266.300x300x1.png
Sunshine,"5 ContributorsSunshine Lyrics[Verse One]
I walk in the room there's a beautiful sunshine ray
Across the room
Then I hear the phone ring walk to it and I don't know what to say
Hello, good day
But what I do know, is that tonight is gonna be the night, when

[Chorus]
He says 'I love you' and 'I really care about you'
When, he says he'll hold me in his arms when I'm afraid
When, I'll say, oh, I'll say I love him too
And, I care about you, yeah, this ain't no charade
Then he'll drive me home listenin' to the radio
And, he says he really loves me too, he'll do anything
[Verse Two]
Oh, I walk through the door there's a beautiful moonlight shine
Across the room
I crawl into bed thinkin' what I did today
With him
But what I do know, is that, I love him too
And the next time I see
Him walking down the street(down the street)
I'll think about this time, that was as beautiful as sunshine, oh

[Chorus]
He says 'I love you' and 'I really care about you'
Yeah, he says he'll hold me in his arms when I'm afraid
And I'll say, I love you too, yeah, I love you
Oh, I'll say, I care about you, yeah, this ain't no charade
Then he'll drive me home, listenin' to the radio
Then, he says, he really loves me and he'll do anything

[Bridge]
I look in his brown eyes, and see a surprise
It's like a present that you open
Oh, and do you know, oh, do you know
What that surprise is?
It's love
And the next time I see him walking down the streets in his old white T-shirt, I'll always remember
This time, that was as beautiful as sunshine
You might also like[Outro]
Oh, oh, oh, sunshine, oh, oh, oh, sunshine
Sunshine, sunshine, was as beautiful as sunshineEmbed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
Stupid Boy,"7 ContributorsStupid Boy Lyrics[Verse 1]
Let me know, how's it feel
To be under my skin, wrapped around my heart
Is it like anywhere you've been?
And everything I do, I do it just for you

[Chorus]
So why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy
[Verse 2]
I have been looking in, trying to read your mind
Give you the benefit of the doubt, every single time
And then you walk right by, I'm screaming out inside

[Chorus]
Why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy

[Bridge]
What happens when you wake up, to see that you've lost?
You take one look at me, cause that's what it cost
I just wanna be everything you need
Cause you're everything to me

[Chorus]
So why the hell don't you love me?
Why the hell don't you need me like I need you?
Why you so far above me?
Don't you know that there's nothing I wouldn't do?
But I was just a toy, which you destroyed
Stupid boy
You might also like[Outro]
Let me know, how's it feel to be under my skin1Embed",https://images.genius.com/89b21b8edd9c4be1028578dd508444dc.300x324x1.jpg
Wait for Me,"5 ContributorsWait for Me Lyrics[Verse 1]
If you had only gotten to me first
If I could write a book on how this hurts
If you could see the way your smile looks to me
If I wasn't scared of the world alone
If I didn't know he loves me so
If I could only find the strength to leave
You'd be with me, so baby

[Chorus]
Don't you look in my eyes
I might fall in love
With a beautiful boy
I wish that I could touch
You go I hope you think of me
As the stars fall down and the heavens fade
This girl is begging wait for me
[Verse 2]
It's so wrong that all I wanna do
Is forget it all and just be with you
I have to go 'cause he don't know
But the writing's on the wall
But here we are in so deep, soaking wet
Jumping in without no safety net
And I don't know what kinda ropes
Would break this kinda fall, so baby

[Chorus]
Don't you look in my eyes
I might fall in love
With a beautiful boy
I wish that I could touch
You go, I hope you think of me
As the stars fall down and the heavens fade
This girl is begging wait, wait for me

[Bridge]
We can't be together right now
Guess there's no use in trying
But if you look at me right now
Can you tell that I'm dying
To hold you
But it would be wrong to
You might also like[Chorus]
So don't you look in my eyes
I might fall in love
With a beautiful boy
I wish that I could touch
You go I hope you think of me
As the stars fall down and the heavens fade
This girl is begging wait for me

[Outro]
Don't you look now
Don't you look now
I might fall in love
Don't you look nowEmbed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
​betty (Radio Edit),"5 Contributors​betty (Radio Edit) Lyrics[Verse 1]
Betty, I won't make assumptions
About why you switched your homeroom, but
I think it's 'cause of me
Betty, one time I was riding on my skateboard
When I passed your house
It's like I couldn't breathe

[Pre-Chorus]
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you
[Chorus]
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go straight to hell
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you

[Verse 2]
Betty, I know where it all went wrong
Your favorite song was playing
From the far side of the gym
I was nowhere to be found
I hate the crowds, you know that
Plus, I saw you dance with him

[Pre-Chorus]
You heard the rumors from Inez
You can't believe a word she says
Most times, but this time it was true
The worst thing that I ever did
Was what I did to you

[Chorus]
But if I just showed up at your party
Would you have me? Would you want me?
Would you tell me to go straight to hell
Or lead me to the garden?
In the garden, would you trust me
If I told you it was just a summer thing?
I'm only seventeen, I don't know anything
But I know I miss you
You might also like[Bridge]
I was walking home on broken cobblestones
Just thinking of you when she pulled up like
A figment of my worst intentions
She said ""James, get in, let's drive""
Those days turned into nights
Slept next to her, but
I dreamt of you all summer long

[Verse 3]
Betty, I'm here on your doorstep
And I planned it out for weeks now
But it's finally sinkin' in
Betty, right now is the last time
I can dream about what happens when
You see my face again

[Pre-Chorus]
The only thing I wanna do
Is make it up to you
So I showed up at your party
Yeah, I showed up at your party

[Chorus]
Yeah, I showed up at your party
Will you have me? Will you love me?
Will you kiss me on the porch
In front of all your stupid friends?
If you kiss me, will it be just like I dreamed it?
Will it patch your broken wings?
I'm only seventeen, I don't know anything
But I know I miss you
[Outro]
Standing in your cardigan
Kissin' in my car again
Stopped at a streetlight
You know I miss youEmbed",https://images.genius.com/ccd33767ed832b5e351831cc251de2dd.300x295x1.jpg
American Boy,"16 ContributorsAmerican Boy Lyrics[Verse 1]
American boy, living life as it goes
Sitting on the fence posts
Living in the lie
American boy, living in the real world
Trying just to get the girl
Trying to survive

[Chorus]
The simple things in life are always new
Growing up on Sam Hill avenue
Mama makes her cookies and daddy's just
The greatest living hero that ever was
Nothing in the world can ever once destroy
The hope of an American boy
[Verse 2]
Living off of bar tips, trying for relationships
Looking for the love
Suddenly rise, an American beauty
Suddenly he cheats, sent from above

[Chorus]
The simple things in life are always new
Growing up on Sam Hill avenue
Mama makes her cookies and daddy's just
The greatest living hero that ever was
Nothing in the world can ever once destroy
The hope of an American boy

[Verse 3]
American boy, raising little babies
Hearing daddy maybe, I'll be like you
Suddenly life, seems just like a new dawn
That's grown up, American boy

[Chorus]
The simple things in life are always new
Growing up on Grandview avenue
Mama makes her cookies and daddy's just
The greatest living hero that ever was
Nothing in the world will ever once destroy
No, nothing in the world will ever once destroy
The hope of an American boyYou might also like1Embed",https://images.genius.com/2c31af7699fe6a049b4cb660046b1910.300x300x1.png
Monologue Song (La La La),"14 ContributorsMonologue Song (La La La) Lyrics[Verse 1]
I like glitter and sparkly dresses
But I'm not going to talk about that
In my monologue
I like baking and things that smell like winter
But I'm not going to talk about that
In my monologue

[Chorus]
La la la, la la la
[Verse 2]
I like writing songs about douche bags who cheat on me
But I'm not going to say that
In my monologue
I like writing their names into songs so they're ashamed to go in public
But I'm not going to say that
In my monologue

[Chorus]
La la, la la la la la
This is my musical monologue

[Verse 3]
You might think I'd bring up Joe
The guy who broke up with me on the phone
But I'm not going to mention him
In my monologue
Hey Joe! I'm doing real well
Tonight I'm hosting SNL
But I'm not going to brag about that
In my monologue

[Chorus]
La la la, ha ha ha
Ha ha ha, ha ha ha
La la la
You might also like[Verse 4]
And if you're wondering if I might
Be dating the werewolf from Twilight
[mouths ""Hi Taylor!"", blows him a kiss]
I'm not going to comment on that
In my monologue

[Chorus]
La la, la la la la la
This is my musical monologue

[Verse 5]
You might be expecting me to say
Something bad about Kanye
And how he ran up on the stage
And ruined my VMA monologue
But there's nothing more to say
'Cause everything's okay
I've got security lining this stage
This is my SNL monologue

[Chorus]
La la, la la la la la
This is my SNL monologue
La la, la la la la la
That was my SNL monologue1Embed",https://images.genius.com/7f39c39a2c39b2ae105e5e4085c97eb6.300x169x1.jpg
Better Off,"13 ContributorsBetter Off Lyrics[Verse 1]
I live down the street in a broken down house
And a car up on blocks in the driveway
The moment we meet, there was never a doubt
That we won't forget this Sunday
It starts with a smile, and we walk a few miles
And it all leads to this - our first kiss

[Chorus]
All my friends are saying
Girl, what are you thinking?
You're better off
You're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
They can talk forever, they just don't know better
[Verse 2]
We drive around town in a rusty old truck
Somehow it feels like we're flying
Don't want to come down
But they make it so tough
Cause everyone we know is trying
To push us apart hide it down in our hearts
And they get what they want cause you're gone

[Chorus]
All my friends are saying
Girl, why are you crying?
You're better off, you're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
They can talk forever, they just don't know better

[Verse 3]
You come to my door
In the pouring rain
We know what we don't have to say
You hand me a rose and a note that says
We don't have to do things their way

[Chorus]
All my friends are saying
Girl, what are you thinking?
You're better off, you're better off without him
Find yourself another
Girl, that boy is trouble
You're better off, you're better off
Well, they can talk forever, they just don't know betterYou might also like2Embed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
Drops of Jupiter (Live/2011),"19 ContributorsDrops of Jupiter (Live/2011) Lyrics[Spoken Intro]
You know... You guys have a lot of amazing bands from this part of the world, did you know that?

[Verse 1]
Now that he's back in the atmosphere
With drops of Jupiter in his hair, hey, hey
He walks like summer and talks like rain
Reminds me that there's time to change, hey, hey
Since his return from the stay on the moon
He listens like spring and he talks like June, hey, hey
[Chorus]
Tell me, did you sail across the sun?
Did you make it to the Milky Way
To see the lights are faded
And that heaven is overrated?
Tell me, did you fall for a shooting star?
One without a permanent scar
And did you miss me
While you were looking for yourself out there?

[Verse 2]
Now that he's back from that soul vacation
Tracing his way through the constellation, hey, hey
He checks out Mozart while he does Tae-Bo
Reminds me that there's room to grow, hey, hey
Now that he's back in the atmosphere
I'm afraid that he might think of me as
Plain ol' Jane told a story about a man
Who is too afraid to fly so he never did land

[Chorus]
Tell me, did the wind sweep you off your feet?
Did you finally get the chance
To dance along in the light of day
And head back to the Milky Way?
And tell me, did Venus blow your mind?
Was it everything you wanted to find?
And did you miss me
While you were looking for yourself out there?
You might also like[Bridge]
Can you imagine no love, pride, deep-fried chicken
Your best friend always sticking up for you
Even when I know you're wrong?
Can you imagine no first dance, freeze dried romance
Five-hour phone conversation
The best soy latte that you ever had, and me?

[Chorus]
Tell me, did the wind sweep you off your feet?
Did you finally get the chance
To dance along the light of day
And head back to the Milky Way?
And tell me, did you fall for a shooting star?
One without a permanent scar?
And did you miss me while
You were looking for yourself?

[Refrain]
Na na na na na na, na na na na na na na, oh
Na na na na na na, na na na na na na na, oh
Na na na na na na, na na na na na na na, oh
Na na na na na na, na na na na na na na, oh

[Outro]
Can you imagine no love, pride, deep-fried chicken
Your best friend always sticking up for you
Even when I know you're wrong?
Can you imagine no first dance, freeze dried romance
Five-hour phone conversation
The best soy latte that you ever had, and me?4Embed",https://images.genius.com/6510355b9fa1e35fa7e939852c7405d0.300x300x1.jpg
“Bad Blood” Video Breakdown,"24 Contributors“Bad Blood” Video Breakdown LyricsCold Open 


The Betrayal 


Smashed Car 


Welvin Da Great at the Office


Lucky Fiori, Also at the Office 


Futuristic Tanning Bed (??) 


Armor Prep 


Bursting through Walls 


A Scene from the Movie Tron 


Welvin in a Plastic Car 


Target Practice




Crimson Curse Cackle 

Inclement Weather Training




Boxing 


Roman Candle




Catastrophe's Crew 


Destructa X finally shootsFinal Face OffPosters and CharactersCara Delevingne starring as Mother Chucker
Cindy Crawford starring as Headmistress
Ellen Pompeo starring as Luna
Ellie Goulding starring as Destructa X
Gigi Hadid starring as Slay-Z
Hailee Steinfeld starring as the Trinity
Hayley Williams starring as the Crimson Curse
Jessica Alba starring as Domino
Karlie Kloss starring as Knockout
Kendrick Lamar starring as Welvin da Great
Lena Dunham starring as Lucky Fiori
Lily Aldridge starring as Frostbyte
Mariska Hargitay starring as Justice
Martha Hunt starring as HomeSlice
Selena Gomez starring as Arsyn
Serayah McNeill starring as Dilemma
Taylor Swift starring as Catastrophe
Zendaya starring as Cut-ThroatCatastrophe Vs. Homeslice26Embed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
I Need You Now,"7 ContributorsI Need You Now Lyrics[Verse 1]
""I need you now""
Read letters that I wrote on the wall
And the message that I left when I called
""I need you now""
Words I said drowned out by the rain
Waiting there for you but you never came

[Pre-Chorus]
My world’s a little colder now
But I’m keeping warm somehow
[Chorus]
So here you are at my window
Guess nobody told you
I don’t need you, don’t need you
And I waited so frustrated
Who’s gonna hold you?
I don’t need you, don’t need you now

[Verse 2]
""I need you now""
Words I heard you whisper to me
We were walking down a one-way street
You need me now
That’s what you’ve been telling my friends
But I’ve come too far to go back there again

[Pre-Chorus]
My heart, my mind, and numbers have changed
You might as well forget my name

[Chorus]
So here you are at my window
Guess nobody told you
I don’t need you, don’t need you
And I waited so frustrated
Who’s gonna hold you?
I don’t need you, don’t need you now
You might also like[Bridge]
""I need you now""
Read letters that I wrote on the wall
And the message that I left when I called

[Chorus]
So here you are at my window
Guess nobody told you
I don’t need you, don’t need you
And I waited so frustrated
Who’s gonna hold you?
I don’t need you, don’t need you now

[Outro]
And I don’t look for your car
I don’t wonder where you are
I don’t dream about you 'cause I don’t need you now
I don’t dream about the way
That I never heard you say:
“I need you, I need you”
I don’t need you now
Don’t need you
Don’t need you nowEmbed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
Santa Baby,"20 ContributorsTranslationsСрпскиSanta Baby Lyrics[Chorus]
Santa baby, slip a sable under the tree, for me
I have been an awful good girl, Santa baby
So hurry down the chimney tonight
Santa baby, a '54 convertible, too, light blue
Well I will wait up for you, dear, Santa baby
So hurry down the chimney tonight, yeah

[Verse 1]
Think of all the fun I have missed
Think of all the boys I have not kissed
Next year I could be just as good
If you check off my Christmas list
[Chorus]
Santa baby, I want a yacht and really that is not a lot
I have been an angel all year, Santa baby
So hurry down the chimney tonight
Santa, honey, there is one more thing I really do need, the deed
To a platinum mine, Santa honey
So hurry down the chimney tonight

[Verse 2]
Come and trim my Christmas tree
With some decorations bought at Tiffany's
I really do believe in you
Let us see if you believe in me

[Chorus]
Santa baby, forgot to mention one little thing
A ring
And I do not mean on the phone, Santa baby
So hurry down the chimney tonightYou might also like6Embed",https://images.genius.com/46a9fca430dd35d09273fc0deaba7bf7.300x300x1.jpg
Can’t Stop Loving You (Live Lounge),"10 ContributorsCan’t Stop Loving You (Live Lounge) Lyrics[Verse 1]
So you're leaving in the morning on the early train
I could say everything's alright
And I could pretend and say goodbye
Got your ticket
Got your suitcase
Got your leaving smile
I could say that's the way it goes
And I could pretend and you won't know
That I was lying
[Chorus]
Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I?

[Verse 2]
We took a taxi to the station, not a word was said
And I saw you walk across the road
For maybe the last time I don't know
Feeling humble
I heard a rumble
On the railway track
And when I hear that whistle blow
I'll walk away and you won't know
That I'll be crying

[Chorus]
Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I?

[Bridge]
(Even try) I'll always be here by your side
(Why, why, why) I never wanted to say goodbye
(Why even try) I'm always here if you change, change your mind
You might also like[Verse 3]
So you're leaving in the morning on the early train
I could say everything's alright
And I could pretend and say goodbye
But that would be lying

[Chorus]
Cause I can't stop loving you
No I can't stop loving you
No I won't stop loving you
Why should I?1Embed",https://images.genius.com/866d31e6a0fb376d0117018b5913369f.300x300x1.png
