title,lyrics,image,contributors,translations,translation_count,verse,refrain,pre-chorus,chorus,post-chorus,bridge,outro,genius_popularity,album,release_date,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
i think he knows,"
i think he knows
his footprints on the sidewalk
lead to where i can't stop
go there every night
i think he knows
his hands around a cold glass
make me wanna know that
body like it's mine


he got that boyish look that i like in a man
i am an architect, i'm drawing up the plans
it's like i'm 17, nobody understands
no one understands

he got my heartbeat
skipping down 16th avenue
got that, ah, i mean
wanna see what's under that attitude like
i want you, bless my soul
and i ain't gotta tell him, i think he knows
i think he knows


i think he knows
when we get all alone
i'll make myself at home
and he'll want me to stay
i think he knows
he'd better lock it down
or i won't stick around
'cause good ones never wait (ha)


he got that boyish look that i like in a man
i am an architect, i'm drawing up the plans
he's so obsessed with me and, boy, i understand
boy, i understand


he got my heartbeat (heartbeat)
skipping down 16th avenue
got that, ah, i mean (i mean)
wanna see what's under that attitude like
i want you, bless my soul
and i ain't gotta tell him, i think he knows
i think he knows
you might also like
i want you, bless my
i want you, bless my
i want you, bless my
i want you, bless my soul


lyrical smile, indigo eyes, hand on my thigh
we could follow the sparks, i'll drive
lyrical smile, indigo eyes, hand on my thigh
we could follow the sparks, i'll drive
""so where we gonna go?""
i whisper in the dark
""where we gonna go?""
i think he knows


he got my heartbeat (heartbeat)
skipping down 16th avenue (baby)
got that, ah, i mean (i mean)
wanna see what's under that attitude like (yeah)
i want you, bless my soul
and i ain't gotta tell him, i think he knows
i think he knows


i want you, bless my
i want you, bless my
i want you, bless my (oh, baby)
i want you, bless my soul (he got my heartbeat)
i want you, bless my (skipping down 16th avenue, baby)
i want you, bless my
i want you, bless my soul
and i ain't gotta tell him, i think he knows48embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg,73,EspañolСрпскиPortuguêsPolskiItalianoFrançais,5.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,90.0,lover,2019-08-23,6.0,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,74.0,173386.0
nothing new,"
they tell you while you're young
""girls, go out and have your fun""
then they hunt and slay the ones who actually do it
criticize the way you fly
when you're soaring through the sky
shoot you down and then they sigh
and say, ""she looks like she's been through it""


lord, what will become of me
once i've lost my novelty?

i've had too much to drink tonight
and i know it's sad, but this is what i think about
and i wake up in the middle of the night
it's like i can feel time moving
how can a person know everythin' at eighteen
but nothin' at twenty-two?
and will you still want me
when i'm nothing new?

how long will it be cute, all this cryin' in my room?
when you can't blame it on my youth
and roll your eyes with affection
and my cheeks are growing tired
from turning red and faking smiles
are we only biding time 'til i lose your attention?


and someone else lights up the room (ah)
people love an ingénue (ah)


i've had (i've had) too much to drink tonight
how did i go from growin' up to breaking down?
and i wake up (wake up) in the middle of the night
it's like i can feel time movin'
how can a person know everything at eighteen
but nothing at twenty-two?
and will you still want me
when i'm nothing new?
you might also like
i know someday i'm gonna meet her, it's a fever dream
the kind of radiance you only have at seventeen
she'll know the way and then she'll say she got the map from me
i'll say i'm happy for her, then i'll cry myself to sleep
oh, woah, oh (oh)
oh, woah, oh, woah, oh (oh)


i've had (i've had) too much to drink tonight
but i wonder if they'll miss me once they drive me out
i wake up (wake up) in the middle of the night
and i can feel time moving
how can a person know everything at eighteen
but nothing at twenty-two?
and will you still want me
will you still want me
will you still want me
when i'm nothing new?49embed",https://images.genius.com/7809d535eef0145a98d1ef1d5fbe4391.300x300x1.jpg,125,TürkçeEspañolDeutschTaylor Swift -,5.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,91.0,red,2021-11-12,23.0,0.817,0.606,0.377,0.0,0.154,-9.455,0.0275,101.96,0.446,73.0,258812.0
clean,"
the drought was the very worst (oh-oh, oh-oh)
when the flowers that we'd grown together died of thirst
it was months and months of back and forth (oh-oh, oh-oh)
you're still all over me
like a wine-stained dress i can't wear anymore


hung my head as i lost the war
and the sky turned black like a perfect storm

rain came pouring down
when i was drowning, that's when i could finally breathe
and by morning
gone was any trace of you, i think i am finally clean
(oh, oh, oh, oh)


there was nothing left to do (oh-oh, oh-oh)
when the butterflies turned to
dust that covered my whole room
so i punched a hole in the roof (oh-oh, oh-oh)
let the flood carry away all my pictures of you


the water filled my lungs, i screamed so loud
but no one heard a thing


rain came pouring down
when i was drowning, that's when i could finally breathe
and by morning
gone was any trace of you, i think i am finally clean
(oh, oh, oh, oh)


i think i am finally clean
(oh, oh)
oh, oh, oh, oh, oh-oh
said, i think i am finally clean
(oh, oh)
oh, oh, oh, oh, oh-oh
you might also like
ten months sober, i must admit
just because you're clean don't mean you don't miss it
ten months older, i won't give in
now that i'm clean, i'm never gonna risk it


the drought was the very worst (oh-oh, oh-oh)
when the flowers that we'd grown together died of thirst
(oh)


the rain came pouring down
when i was drowning, that's when i could finally breathe
and by morning
gone was any trace of you, i think i am finally clean
rain came pouring down
when i was drowning, that's when i could finally breathe
and by morning
gone was any trace of you, i think i am finally clean


(oh, oh)
finally clean
think i'm finally clean
(oh, oh)
oh-oh, oh-oh
(oh, oh, oh)
think i'm finally clean161embed",https://images.genius.com/da08ff60b6becc4fc1eaa3412338d18f.300x300x1.png,104,EspañolPortuguêsFrançais,3.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,92.0,1989,2014-10-27,13.0,0.241,0.81,0.379,0.0,0.113,-7.771,0.0349,103.981,0.22,55.0,271000.0
marjorie,"
never be so kind
you forget to be clever
never be so clever
you forget to be kind


and if i didn't know better
i'd think you were talking to me now
if i didn't know better
i'd think you were still around

what died didn't stay dead
what died didn't stay dead
you're alive, you're alive in my head
what died didn't stay dead
what died didn't stay dead
you're alive, so alive


never be so politе
you forget your power
nevеr wield such power
you forget to be polite


and if i didn't know better
i'd think you were listening to me now
if i didn't know better
i'd think you were still around


what died didn't stay dead
what died didn't stay dead
you're alive, you're alive in my head
what died didn't stay dead
what died didn't stay dead
you're alive, so alive
you might also like
the autumn chill that wakes me up
you loved the amber skies so much
long limbs and frozen swims
you'd always go past where our feet could touch
and i complained the whole way there
the car ride back and up the stairs
i should've asked you questions
i should've asked you how to be
asked you to write it down for me
should've kept every grocery store receipt
'cause every scrap of you would be taken from me
watched as you signed your name marjorie
all your closets of backlogged dreams
and how you left them all to me


what died didn't stay dead
what died didn't stay dead
you're alive, you're alive in my head
what died didn't stay dead
what died didn't stay dead
you're alive, so alive


and if i didn't know better
i'd think you were singing to me now
if i didn't know better
i'd think you were still around
i know better
but i still feel you all around
i know better
but you're still around45embed",https://images.genius.com/3e354c719fe236ab4a75adc6ea4c7fca.300x300x1.png,82,TürkçeEspañolPortuguêsItalianoDeutschFrançaisHrvatskiRomânăPolskiУкраїнська,9.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,93.0,evermore,2021-01-07,13.0,0.876,0.535,0.561,0.000136,0.115,-11.609,0.0484,96.103,0.287,66.0,257773.0
long live,"
i said, ""remember this moment""
in the back of my mind
the time we stood with our shaking hands
the crowds in stands went wild
we were the kings and the queens
and they read off our names
the night you danced like you knew our lives would
never be the same
you held your head like a hero on a history book page
it was the end of a decade
but the start of an age

long live the walls we crashed through
how the kingdom lights shined just for me and you
i was screaming, ""long live all the magic we made""
and bring on all the pretenders
one day, we will be remembered


i said, ""remember this feeling""
i pass the pictures around
of all the years that we stood there on the sidelines
wishing for right now
we are the kings and the queens
you traded your baseball cap for a crown
when they gave us our trophies
and we held them up for our town
and the cynics were outraged
screaming, ""this is absurd""
'cause for a moment, a band of thieves in ripped up jeans
got to rule the world


long live the walls we crashed through
how the kingdom lights shined just for me and you
i was screaming, ""long live all the magic we made""
and bring on all the pretenders, i'm not afraid
long live all the mountains we moved
i had the time of my life fighting dragons with you
i was screaming, ""long live that look on your face""
and bring on all the pretenders
one day, we will be remembered
you might also like
hold on to spinning around
confetti falls to the ground
may these memories break our fall
will you take a moment? promise me this
that you'll stand by me forever
but if, god forbid, fate should step in
and force us into a goodbye
if you have children some day
when they point to the pictures
please tell 'em my name
tell 'em how the crowds went wild
tell 'em how i hope they shine
long live the walls we crashed through
i had the time of my life with you


long, long live the walls we crashed through
how the kingdom lights shined just for me and you
and i was screaming, ""long live all the magic we made""
and bring on all the pretenders, i'm not afraid
singing, ""long live all the mountains we moved""
i had the time of my life fighting dragons with you
and long, long live that look on your face
and bring on all the pretenders
one day, we will be remembered35embed",https://images.genius.com/d04f0a5d76810e4bc7c6d5f8e261bd91.300x300x1.jpg,57,PortuguêsHrvatskiFrançais,3.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,94.0,speak now,2010-10-25,14.0,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,25.0,317960.0
high infidelity,"
lock broken, slur spoken
wound open, game token
i didn't know you were keeping count
rain soaking, blind hoping
you said i was freeloading
i didn't know you were keeping count


high infidelity
put on your records and regret me
i bent the truth too far tonight
i was dancing around, dancing around it
high infidelity
put on your headphones and burn my city
your picket fence is sharp as knives
i was dancing around, dancing around it

do you really wanna know where i was april 29th?
do i really have to chart the constellations in his eyes?


storm coming, good husband
bad omen
dragged my feet right down the aisle
at the house lonely, good money
i'd pay if you'd just know me
seemed like the right thing at the time


you know there's many different ways that you can kill the one you love
the slowest way is never loving them enough
do you really wanna know where i was april 29th?
do i really have to tell you how he brought me back to life?


high infidelity
put on your records and regret me
i bent the truth too far tonight
i was dancing around, dancing around it
high infidelity
put on your headphones and burn my city
your picket fence is sharp as knives
i was dancing around, dancing around it
you might also like
do you really want to know where i was april 29th?
do i really have to chart the constellations in his eyes?
you know there's many different ways that you can kill the one you love
the slowest way is never loving them enough


high infidelity
put on your records and regret meeting me
i bent the truth too far tonight
i was dancing around, dancing around it
high infidelity
put on your headphones and burn my city
your picket fence is sharp as knives
i was dancing around, dancing around it




oh, there's many different ways that you can kill the one you love
and it's never enough, it's never enough


lock broken, slur spoken
wound open, game token
i didn't know you were keeping count
rain soaking, blind hoping
you said i was freeloading
i didn't know you were keeping count
but, oh, you were keeping count13embed",https://images.genius.com/28417d8f2f4d5da33ae32dd2ec8f0d4c.300x300x1.jpg,72,TürkçeHrvatskiItalianoPortuguêsMagyarFrançaisNederlandsEspañolSvenskaУкраїнська,9.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,95.0,midnights,2022-10-22,17.0,0.723,0.646,0.529,0.0,0.0885,-10.179,0.0864,87.862,0.755,74.0,231475.0
right where you left me,"
friends break up, friends get married
strangers get born, strangers get buried
trends change, rumors fly through new skies
but i'm right where you left me
matches burn after the other
pages turn and stick to each other
wages earned and lessons learned
but i, i'm right where you left me


help, i'm still at the restaurant
still sitting in a corner i haunt
cross-legged in the dim light
they say, ""what a sad sight""
i, i swear you could hear a hair pin drop
right when i felt the moment stop
glass shattered on the white cloth
everybody moved on, i, i stayed there
dust collected on my pinned-up hair
they expected me to find somewhere
some perspective, but i sat and stared

right where you left me
you left me no, you left me no
you left me no choice but to stay here forever
you left me, you left me no, oh, you left me no
you left me no choice but to stay here forever


did you ever hear about the girl who got frozen?
time went on for everybody else, she won't know it
she's still twenty-three inside her fantasy
how it was supposed to be
did you hear about the girl who lives in delusion?
breakups happen every day, you don't have to lose it
she's still twenty-three inside her fantasy
and you're sitting in front of me


at the restaurant when i was still the one you want
cross-legged in the dim light, everything was just right
i, i could feel the mascara run
you told me that you met someone
glass shattered on the white cloth
everybody moved on


help, i'm still at the restaurant
still sitting in a corner i haunt
cross-legged in the dim light
they say, ""what a sad sight""
i, i stayed there
dust collected on my pinned-up hair
i'm sure that you got a wife out there
kids and christmas, but i'm unaware
'cause i'm right where i cause no harm
mind my business
if our love died young
i can't bear witness
and it's been so long
but if you ever think you got it wrong
you might also like
i'm right where
you left me
you left me no, oh, you left me no
you left me no choice but to stay here forever
you left me
you left me no, oh, you left me no
you left me no choice but to stay here forever60embed",https://images.genius.com/a43146535419531bcf8b9dca82c68f85.300x300x1.png,111,TürkçeEspañolItalianoDeutschPortuguêsMagyarFrançaisItalianoСрпскиУкраїнськаPolski,9.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,96.0,evermore,2021-01-07,16.0,0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,76.0,245026.0
soon you’ll get better,"
the buttons of my coat were tangled in my hair
in doctor's office lighting, i didn't tell you i was scared
that was the first time we were there
holy orange bottles, each night, i pray to you
desperate people find faith, so now i pray to jesus too
and i say to you...


ooh-ah
soon, you'll get better
ooh-ah
soon, you'll get better
ooh-ah
you'll get better soon
'cause you have to

i know delusion when i see it in the mirror
you like the nicer nurses, you make the best of a bad deal
i just pretend it isn't real
i'll paint the kitchen neon, i'll brighten up the sky
i know i'll never get it, there's not a day that i won't try
and i say to you...


ooh-ah
soon, you'll get better
ooh-ah
soon, you'll get better
ooh-ah
you'll get better soon
'cause you have to


and i hate to make this all about me
but who am i supposed to talk to?
what am i supposed to do
if there's no you?


this won't go back to normal, if it ever was
it's been years of hoping, and i keep saying it because
'cause i have to
you might also like
ooh-ah
you'll get better
ooh-ah
soon, you'll get better
ooh-ah
you'll get better soon
ooh-ah
soon, you'll get better
ooh-ah
soon, you'll get better
ooh-ah
you'll get better soon
'cause you have to44embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg,93,TürkçeEspañolСрпскиPortuguêsPolskiItalianoMagyarFrançais,7.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,97.0,lover,2019-08-23,12.0,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,69.0,201586.0
closure,"
it's been a long time
and seeing the shape of your name
still spells out pain
it wasn't right
the way it all went down
looks like you know that now


yes, i got your letter
yes, i'm doing better
it cut deep to know ya, right to the bone
yes, i got your letter
yes, i'm doing better
i know that it's over, i don't need your
closure, your closure

don't treat me like
some situation that needs to be handled
i'm fine with my spite
and my tears, and my beers and my candles
i can feel you smoothing me over


yes, i got your letter
yes, i'm doing bettеr
it cut deep to know ya, right to the bone
yes, i got your lеtter
yes, i'm doing better
i know that it's over, i don't need your
closure, your closure
your closure, your closure


i know i'm just a wrinkle in your new life
staying friends would iron it out so nice
guilty, guilty, reaching out across the sea
that you put between you and me
but it's fake and it's oh so unnecessary


yes, i got your letter
yes, i'm doing better
it cut deep to know ya, right to the bone
yes, i got your letter
yes, i'm doing better
i know that it's over, i don't need your
closure, closure, your closure
your closureyou might also like28embed",https://images.genius.com/3e354c719fe236ab4a75adc6ea4c7fca.300x300x1.png,99,TürkçeEspañolPortuguêsItalianoDeutschFrançaisHrvatskiMagyarRomânăУкраїнськаSvenska,10.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,98.0,evermore,2021-01-07,14.0,0.835,0.689,0.704,4.83e-06,0.134,-10.813,0.245,151.884,0.92,62.0,180653.0
out of the woods,"
looking at it now
it all seems so simple
we were lying on your couch
i remember
you took a polaroid of us
then discovered (then discovered)
the rest of the world was black and white
but we were in screaming color
and i remember thinking

are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good
are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good
(are we out of the woods?)

looking at it now
last december (last december)
we were built to fall apart
then fall back together (back together)
ooh, your necklace hanging from my neck
the night we couldn't quite forget
when we decided, we decided
to move the furniture so we could dance
baby, like we stood a chance
two paper airplanes flying, flying, flying
and i remember thinking


are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good
are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? (oh) are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good
(are we out of the woods?)
you might also like
remember when you hit the brakes too soon?
twenty stitches in the hospital room
when you started crying, baby, i did too
but when the sun came up, i was looking at you
remember when we couldn't take the heat?
i walked out, i said, ""i'm setting you free""
but the monsters turned out to be just trees
when the sun came up, you were looking at me
you were looking at me, ooh
you were looking at me
(are we out of the woods yet? are we out of the woods yet?)
(are we out of the woods yet? are we out of the woods?)
i remember
(are we in the clear yet? are we in the clear yet?)
(are we in the clear yet, in the clear yet? good)
oh, i remember


are we out of the woods yet? are we out of the woods yet? (yeah, yeah)
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet? (say, are we?)
are we in the clear yet, in the clear yet? good
are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? (yeah) are we in the clear yet? (yeah)
are we in the clear yet, in the clear yet? good (clear yet? good)
are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good (do you remember?)
are we out of the woods yet? are we out of the woods yet?
are we out of the woods yet? are we out of the woods?
are we in the clear yet? are we in the clear yet?
are we in the clear yet, in the clear yet? good166embed",https://images.genius.com/d022400aad4680759c278a348d5aaa9b.300x300x1.png,110,FrançaisEspañolPortuguêsPolskiNederlands,5.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,99.0,1989,2014-10-27,4.0,0.00103,0.552,0.842,1.17e-05,0.337,-6.938,0.0373,91.991,0.343,67.0,235800.0
better man,"
i know i'm probably better off on my own
than lovin’ a man who didn't know what he had when he had it
and i see the permanent damage you did to me
never again, i just wish i could forget when it was magic


i wish it wasn't 4 am, standing in the mirror
saying to myself, ""you know you had to do it""
i know the bravest thing i ever did was run

sometimes, in the middle of the night, i can feel you again
but i just miss you, and i just wish you were a better man
and i know why we had to say goodbye like the back of my hand
but i just miss you, and i just wish you were a better man
a better man


i know i’m probably better off all alone
than needing a man who could change his mind
at any given minute
and it was always on your terms
i waited on every careless word
hoping they might turn sweet again
like it was in the beginning


but your jealousy, oh, i can hear it now
talking down to me like i'd always be around
push my love away like it was some kind of loaded gun
oh, you never thought i'd run


sometimes, in the middle of the night, i can feel you again
but i just miss you, and i just wish you were a better man
and i know why we had to say goodbye, like the back of my hand
but i just miss you, and i just wish you were a better man
a better man
you might also like
i hold onto this pride because these days it's all i have
and i gave to you my best
and we both know you can't say that
i wish you were a better man
i wonder what we would've become
if you were a better man
we might still be in love
if you were a better man
you would've been the one
if you were a better man
yeah, yeah


sometimes, in the middle of the night, i can feel you again
but i just miss you, and i just wish you were a better man
and i know why we had to say goodbye, like the back of my hand
but i just miss you, and i just wish you were a better man
a better man
(sometimes, in the middle of the night, i can feel you again)
we might still be in love, if you were a better man
(but i just miss you and i just wish you were a better man)
yeah, yeah
i know why we had to say goodbye like the back of my hand
but i just miss you and i just wish you were a better man
a better man

we might still be in love
if you were a better man
you would've been the one
if you were a better man26embed",https://images.genius.com/7809d535eef0145a98d1ef1d5fbe4391.300x300x1.jpg,56,FrançaisСрпскиEnglishPortuguêsTaylor Swift -,5.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,100.0,red,2021-11-12,22.0,0.214,0.473,0.579,0.0,0.0877,-5.824,0.0384,73.942,0.255,69.0,297013.0
enchanted,"
there i was again tonight
forcing laughter, faking smiles
same old tired, lonely place
walls of insincerity
shifting eyes and vacancy
vanished when i saw your face
all i can say is it was enchanting to meet you


your eyes whispered, ""have we met?""
across the room, your silhouette
starts to make its way to me
the playful conversation starts
counter all your quick remarks
like passing notes in secrecy
and it was enchanting to meet you
all i can say is i was enchanted to meet you

this night is sparkling, don't you let it go
i'm wonderstruck, blushing all the way home
i'll spend forever wondering if you knew
i was enchanted to meet you


the lingering question kept me up
2am, who do you love?
i wonder 'til i'm wide awake
now, i'm pacing back and forth
wishing you were at my door
i'd open up and you would say
""hey, it was enchanting to meet you""
all i know is i was enchanted to meet you


this night is sparkling, don't you let it go
i'm wonderstruck, blushing all the way home
i'll spend forever wondering if you knew
this night is flawless, don't you let it go
i'm wonderstruck, dancing around all alone
i'll spend forever wondering if you knew
i was enchanted to meet you


you might also like
this is me praying that
this was the very first page
not where the storyline ends
my thoughts will echo your name
until i see you again
these are the words i held back
as i was leaving too soon
i was enchanted to meet you
please don't be in love with someone else
please don't have somebody waiting on you
please don't be in love with someone else (ooh)
please don't have somebody waiting on you (ooh, oh)


this night is sparkling, don't you let it go
i'm wonderstruck, blushing all the way home
i'll spend forever wondering if you knew
this night is flawless (please don't be in love with someone else)
don't you let it go
i'm wonderstruck (please don't have somebody waiting on you)
dancing around all alone
i'll spend forever (please don't be in love with someone else)
wondering if you knew
i was enchanted to meet you

please don't be in love with someone else
please don't have somebody waiting on you69embed",https://images.genius.com/d04f0a5d76810e4bc7c6d5f8e261bd91.300x300x1.jpg,87,Español,1.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,101.0,speak now,2010-10-25,9.0,0.0716,0.535,0.618,0.000388,0.169,-3.913,0.0273,81.975,0.228,15.0,352200.0
dear reader,"
dear reader, if it feels like a trap
you're already in one
dear reader, get out your map
pick somewhere and just run
dear reader, burn all the files
desert all your past lives
and if you don't recognize yourself
that means you did it right


never take advice from someone who's falling apart
never take advice from someone who's falling apart (you should find another)

dear reader, bend when you can
snap when you have to
dear reader, you don't have to answer
just 'cause they asked you
(you should find another)
dear reader, the greatest of luxuries is your secrets
dear reader, when you aim at the devil
make sure you don't miss


never take advice from someone who's falling apart
never take advice from someone who's falling apart


so i wander through these nights
i prefer hiding in plain sight
my fourth drink in my hand
these desperate prayers of a cursed man
spilling out to you for free
but darling, darling, please
you wouldn't take my word for it if you knew who was talking
if you knew where i was walking
to a house, not a home, all alone 'cause nobody's there
where i pace in my pen and my friends found friends who care
no one sees when you lose when you're playing solitaire
you might also like
you should find another guiding light, guiding light
but i shine so bright
you should find another guiding light, guiding light
but i shine so bright
you should find another, you should find another (guiding light)
find another, you should find another
you should find another11embed",https://images.genius.com/28417d8f2f4d5da33ae32dd2ec8f0d4c.300x300x1.jpg,69,PortuguêsEspañolHrvatskiTürkçeNederlandsMagyarItalianoFrançaisSvenskaУкраїнська,9.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,102.0,midnights,2022-10-22,20.0,0.481,0.562,0.388,0.00145,0.117,-12.088,0.0705,107.747,0.159,72.0,225194.0
paris,"
""your ex-friend's sister
met someone at a club and he kissed her
turns out, it was that guy you hooked up with ages ago
some wannabe z-lister
and all the outfits were terrible
2003 unbearable
did you see the photos?""
no, i didn't, but thanks, though


i'm so in love that i might stop breathing
drew a map on your bedroom ceiling
no, i didn't see the news
'cause we were somewhere else
stumbled down pretend alleyways
cheap wine, make believe it's champagne
i was taken by the view

like we were in paris
like we were somewhere else
like we were in paris, oh
we were somewhere else


privacy sign on the door
and on my page and on the whole world
romance is not dead if you keep it just yours
levitate above all the messes made
sit quiet by my side in the shade
and not the kind that's thrown
i mean, the kind under where a tree has grown


i'm so in love that i might stop breathing
drew a map on your bedroom ceiling
no, i didn't see the news
'cause we were somewhere else
stumbled down pretend alleyways
cheap wine, make believe it's champagne
i was taken by the view


like we were in paris, oh
like we were somewhere else
like we were in paris, oh
we were somewhere else
you might also like
i wanna brainwash you
into loving me forever
i wanna transport you
to somewhere the culture's clever
confess my truth
in swooping, sloping, cursive letters
let the only flashing lights be the tower at midnight
in my mind


we drew a map on your bedroom ceiling
no, i didn't see the news
'cause we were somewhere else
in an alleyway, drinking champagne


'cause we were in paris
yes, we were somewhere else
my love, we were in paris
yes, we were somewhere else15embed",https://images.genius.com/28417d8f2f4d5da33ae32dd2ec8f0d4c.300x300x1.jpg,75,TürkçeEspañolPortuguêsBosanskiMagyarFrançaisNederlandsItalianoSvenskaУкраїнська,9.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,103.0,midnights,2022-10-22,16.0,0.112,0.7,0.509,3.27e-05,0.137,-10.547,0.0789,110.947,0.345,76.0,196258.0
22,"
it feels like a perfect night
to dress up like hipsters
and make fun of our exes
uh-uh, uh-uh
it feels like a perfect night
for breakfast at midnight
to fall in love with strangers
uh-uh, uh-uh


yeah
we're happy, free, confused and lonely at the same time
it's miserable and magical, oh, yeah
tonight's the night when we forget about the deadlines
it's time, oh-oh

i don't know about you
but i'm feeling twenty-two
everything will be alright if
you keep me next to you
you don't know about me
but i'll bet you want to
everything will be alright if
we just keep dancing like we're
twenty-two, twenty-two


it seems like one of those nights
this place is too crowded
too many cool kids
uh-uh, uh-uh (who's taylor swift, anyway? ew)
it seems like one of those nights
we ditch the whole scene
and end up dreamin'
instead of sleeping


yeah
we're happy, free, confused and lonely in the best way
it's miserable and magical, oh, yeah
tonight's the night when we forget about the heartbreaks
it's time, oh-oh
you might also like
(hey!) i don't know about you
but i'm feeling twenty-two
everything will be alright if (ooh)
you keep me next to you
you don't know about me
but i'll bet you want to
everything will be alright if (alright)
we just keep dancing like we're
twenty-two (oh-oh-oh-oh, oh), twenty-two (i don't know about you)
twenty-two, twenty-two (ooh)


it feels like one of those nights
we ditch the whole scene
it feels like one of those nights
we won't be sleepin'
it feels like one of those nights
you look like bad news
i gotta have you
i gotta have you (you)
woah, ooh, yeah, eh-yeah


(hey!) i don't know about you (i don't know about you)
but i'm feeling twenty-two
everything will be alright if (ooh)
you keep me next to you
you don't know about me (you don't know about me)
but i'll bet you want to
everything will be alright if
we just keep dancing like we're (dancing like we're twenty-two)
twenty-two (woah-oh), twenty-two (dancing like)
twenty-two (yeah, yeah), twenty-two (yeah, yeah, yeah)

it feels like one of those nights (twenty-two)
we ditch the whole scene
it feels like one of those nights (twenty-two)
we won't be sleeping
it feels like one of those nights (twenty-two)
you look like bad news
i gotta have you
i gotta have you90embed",https://images.genius.com/602a721e2d153a37307ba4667f79af9a.300x300x1.jpg,91,EspañolPortuguês,2.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,105.0,red,2021-11-12,6.0,0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,0.642,74.0,230960.0
it’s nice to have a friend,"
ooh
ooh


school bell rings, walk me home
sidewalk chalk covered in snow
lost my gloves, you give me one
""wanna hang out?"" yeah, sounds like fun
video games, you pass me a note
sleeping in tents

it's nice to have a friend (ooh)
it's nice to have a friend (ooh)


light pink sky, up on the roof
sun sinks down, no curfew
20 questions, we tell the truth
you've been stressed out lately, yeah, me too
something gave you the nerve
to touch my hand


it's nice to have a friend (ooh)
it's nice to have a friend (ooh)




church bells ring, carry me home
rice on the ground looks like snow
call my bluff, call you ""babe""
have my back, yeah, every day
feels like home, stay in bed
the whole weekend
you might also like
it's nice to have a friend (ooh)
it's nice to have a friend (ooh)
it's nice to have a friend (ooh)
(ooh)50embed",https://images.genius.com/960edcb36156c3aed9cb70ede250780a.300x300x1.jpg,88,TürkçeEspañolСрпскиPortuguêsPolskiItalianoMagyarFrançais,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,106.0,lover,2019-08-23,17.0,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,69.0,150440.0
